Galantowski;Kazimierz;Kuszeman;Sara;1000;2005
Chrysztof;Rut;Staciukowicz;Ksawera;999;2005
Ledoñ;Wojciech;Rabenda;Apolonia;998;2005
Smrek;Adolf;BliŸniecow;Potencjana;997;2005
£owocki;Wyszes³aw;Zwiorek;Konradyna;996;2005
Kasimir;Wolfgang;Martynka;Witos³awa;995;2005
Pocherczuk;Ludos³aw;Giêtko;Ksaweryna;994;2005
Ja¿ykowska;Diogenes;Bonto;Jagna;993;2005
Butniewski;Auksencjusz;Klugman;Œcibora;992;2005
Kamieniczny;Sabin;Prele;Carmen;991;2005
Bzuñko;Albert;Kaczkowski;Epifania;990;2005
Ha³ubnik;Sylwin;Nymka;Adolfina;989;2005
Zda;Absalon;Rybnikow;Lucyna;988;2005
Gordejew;£ukasz;Knapiszewska;Jarmi³a;987;2005
Cempo;Zbros³aw;Fajwelewicz;Samuela;986;2005
Kipirzepa;Uniegost;Stalmaczonok;Manfreda;985;2005
Walbórg;Bazyli;Jodak;Dagmara;984;2005
Tareñko;Gerald;Gryguties;Gabriela;983;2005
Rechniewski;Witold;Goldenzweig;Telimena;982;2005
Skoczylos;Ferdynand;Hudalewska;Dagna;981;2005
Tobjas;Chryzant;Netzel;Œwiêtomira;980;2005
Timko;Gorgoncjusz;R¹¿ewski;Wilma;979;2005
Czomka;Maksym;Chrapska;Oksana;978;2005
Mielwiñski;Marcin;Samolita;Dobromira;977;2005
Padyœ;Tomi³;Dziekowicz;Radomi³a;976;2005
Œmiegucki;Andron;Lauberda;Pelagia;975;2005
Œliwieñski;Konradyn;Bielard;D¹brówka;974;2005
Stro¿czak;Ksawery;Füllbier;Glikeria;973;2005
Krzach;Sylwiusz;Konowalenko;Hanna;972;2005
Miroñczyk;Siemowit;Bibrukiewicz;Magdalena;971;2005
Crane;Budzisz;Gazdziel;Odilla;970;2005
Krzeczunowicz;Gos³aw;Sauber;Eufemia;969;2005
Erts;Wilibald;Hütter;Beata;968;2005
Wotczuk;Ruben;Mozik;Milena;967;2005
Damaniak;Rodryk;Bezoñska;Kazimiera;966;2005
Tabian;Sofroniusz;Rebenko;Amiceta;965;2005
Irachimowicz;Gerwazy;Gontorska;Jowita;964;2005
Semanycz;Engelbert;Jasiona;Narcyza;963;2005
Langrecka;Porfirion;Domszewicz;Ismena;962;2005
Kochnikiewicz;Dzier¿ys³aw;Ajbinder vel Sznek;Lilla;961;2005
Tymiañski;Leopard;Kostelnicki;Lolita;960;2005
Patera³ka;Teodozjusz;Jenczal;Anna;959;2005
Marchiewa;Cezariusz;Atamaniec;Ada;958;2005
Leonardzik;Apolinary;Pogrzebielski;Marita;957;2005
Szachner;Czcirad;Figorska;Sydonia;956;2005
Pu³kotycki;Henryk;Jurcaba;Fabiola;955;2005
Pieszalka;Aleksander;£abarowicz;Iwa;954;2005
K³aczany;Uniewit;Rydziewski;Luiza;953;2005
Fuerguth;Szczêsny;Silbert;Waleriana;952;2005
Struch;Miros³aw;Kaczuga;Modesta;951;2005
Wyczo³ek;Werner;Krumrik;Alberta;950;2005
Veltuzen;Daniel;Grocha³a;Sydonia;949;2005
Szewski;Teodozjusz;Swiac;Amiceta;948;2005
Gabalewicz;Czêstomir;Whitney;Aisza;947;2005
Mykciñski;Symeon;Mrowczyñski;Alfonsyna;946;2005
G¹sienica-Miko³ajczyk;Broniwoj;Simak;Paulina;945;2005
Cewkowicz;Wiêcemir;Zaga³³o;Urszula;944;2005
Brzezkiewicz;Zdzimir;Runkwicz;Eryka;943;2005
Dandik;Dziers³aw;Tacz³a;Filomena;942;2005
Woycicki;Wac³aw;Magierka;Amata;941;2005
Markociñski;Placyd;Mikel;Gaudencja;940;2005
Kosztrzewa;Celestyn;Bohonoœ;Rozalia;939;2005
Chodziutka;Mi³ogost;Zamoœciañska;Miranda;938;2005
Pierednia;Wies³aw;Garwat;Adriana;937;2005
Harajda;Bertold;Gorzalnik;Dezyderia;936;2005
Kataniuk;Hygin;Ob³amski;Domicela;935;2005
Mielczuk;Agenor;Duczyk;Edyta;934;2005
Nestorowicz;Konstancjusz;Bieniela;Fabia;933;2005
Gerontewicz;Miligost;Szombra;Huberta;932;2005
Wiemniak;Dobrowiest;Naskrecki;Bo¿ena;931;2005
£aptiew;Herman;Friz;Daria;930;2005
Janisch;Sobies³aw;Chrobo³;Teodora;929;2005
Frycholc;Erazm;Swad³o;Dobroniega;928;2005
Mandzyk;Fryderyk;Komczak;Pelagia;927;2005
Tuske;Godzimierz;Cyppel;Adelina;926;2005
¯elezarczyk;Lenart;Brakoniecki;Les³awa;925;2005
Grycok;Borys³aw;Tomaszek;Aniceta;924;2005
Stodolkiewicz;Ewaryst;Poœrednik;Aniela;923;2005
Zdawczyñska;Angel;Zegrocki;Maria;922;2005
Bouzek;Przemys³;Pyrzan;Ita;921;2005
Szmuchert;Moj¿esz;Chrejer;Liberata;920;2005
Ormoniec;Roland;Suchala;Felicjana;919;2005
Nizgorski;Aureliusz;Zulpa;Magda;918;2005
Szechow;Jan Chryzostom;Kukie³³o;Martyna;917;2005
Sztañc;Marcjal;Twardochlib;Aga;916;2005
Raszczuk;Atanazy;Gag³a;Mariola;915;2005
Mordowiec;Mamert;Fasdryok;Bazylissa;914;2005
Keleczawa;Siestrzewit;Resner;Liza;913;2005
Dudzuñska;Arnolf;Trofim;Roœcis³awa;912;2005
SmarŸ;Siemowit;Dedejko;Kwiryna;911;2005
Silarz;Stefan;Ramzia;Wojs³awa;910;2005
Cording;Krzesis³aw;Szpica;Milena;909;2005
Nastan;Salwator;Metner;Mironiega;908;2005
Tyrowski;B³a¿ej;Biardyga;Emanuela;907;2005
Muchomor;Gustaw;Koschlik;Jagna;906;2005
Szytañska;Jan Gwalbert;Berewicz;Czes³awa;905;2005
Rossiwall;Kwiryn;Œwistoñ;Bo¿ys³awa;904;2005
Olimski;Saturnin;Taszke;Maryna;903;2005
Stachur;Przybywoj;Miksik;Lena;902;2005
Rejmon;Ksenofont;Janczi;Marita;901;2005
Sygnerowicz;Chociemir;Bilarczyk;Zbigniewa;900;2005
Ho³oda;Metody;Frich;Jadwiga;899;2005
Marsza³ak;Oswald;Szwaszlik;Ewelina;898;2005
Dawiel;Erhard;Swedrak;Teodoryka;897;2005
Gerela;Radzimierz;Sarkowski;Salome;896;2005
Baciarelli;Jonatan;Olst;Ksymena;895;2005
Burnchart;Mi³owit;Szynacha;Telimena;894;2005
Poltaszewski;Bjorn;Ulowski;Ramona;893;2005
Krasik;Jonatan;Rembliñski;Pêcis³awa;892;2005
Borowiczenko;Blizbor;Cer;Bernardyna;891;2005
Borowyj;Odon;Zilze;Marzena;890;2005
Trasper;Sulirad;Amnicki;Bogdana;889;2005
Ferdyñ;Norman;Hluba;Augusta;888;2005
Rêba³a;Klemens;Guszczuk;Iwetta;887;2005
Bohrycewicz;Roœcigniew;Munot;Ewdokia;886;2005
Feiler;Sewer;Strak³owiec;Imis³awa;885;2005
Z³otos;Antoni;Linisz;Odilla;884;2005
Kozima;Wojs³aw;Beniamin;Szczêsna;883;2005
Zegard³o;Placyd;Balczerek;Sylwia;882;2005
Wywios;Biernat;Ró¿ana;Barbara;881;2005
Olijewski;Grzymis³aw;Bera;Biruta;880;2005
Norjak;Wiêcemir;Enzfellner;Mironiega;879;2005
Benno;Janis³aw;Worogal;Helena;878;2005
Ponaczewna;Zenobiusz;Miedejszo;Augusta;877;2005
Chucu³;Amin;Samiec;Urszula;876;2005
Nanzka;Baltazar;Tuliks;Ligia;875;2005
Trepa³a;Bogus¹d;Ma³yj;Gertruda;874;2005
Pazdryga;W³odzimir;Felberczuk;Gra¿yna;873;2005
Blesel;Ado;Wenczak;Lubomi³a;872;2005
Dremzo;Felicysym;Kaslewicz;Daria;871;2005
Flotczuk;Lechos³aw;Chry¿ko;Adela;870;2005
Kajko;Wszerad;Gruszczkowski;Areta;869;2005
£atnik;Sulpicjusz;Zachanik;Rados³awa;868;2005
Kaniewicz;Chwalibóg;Szroka;Prakseda;867;2005
Pa³encki;Beatryks;¯upalska;Ingeborga;866;2005
Brzdêkiewicz;Drogomys³;Cymbalak;Dawida;865;2005
Pietreszewska;Dawid;Malura;Abigail;864;2005
Portkowski;Amos;GroŸdziej;Ilza;863;2005
Hrubesz;Wojmir;Trubecki;Bernardeta;862;2005
Reciek;Ziemis³aw;¯rebiel;Œcibora;861;2005
Nichwiejczyk;Ageusz;Gansczyk;Irma;860;2005
S³opczyñska;Dalemir;Huszakowski;Gertruda;859;2005
Jasnik;Fortunat;Dobera;Miros³awa;858;2005
Patrowska;Roœcimir;Glu¿a;Fabiola;857;2005
Kunderewicz;Addar;Fodymski;Blandyna;856;2005
Szenikowska;Parys;Ejswil;Dobromi³a;855;2005
Lefort;Trzebowit;Ilacka;Nonna;854;2005
Czeppan;£êkomir;Adryanowicz;Eryka;853;2005
Betherska;Eberhard;Mamola;Gilda;852;2005
Bartyk;Godzisz;Char³am;Rebeka;851;2005
Œlusarczyk;Siemirad;Zbitowicz;Wis³awa;850;2005
Smelster;Jêdrzej;Hagamajer;Anatolia;849;2005
Sobuñ;Micheasz;Dziudziñska;Kunegunda;848;2005
Horstman;Chociemir;Lamryczak;Begina;847;2005
Domów;Siecies³aw;£awrosewicz;Wszemi³a;846;2005
Szarfeter;Serwacy;Kucan;Flawia;845;2005
Ryzmar;Kalikst;Mêdziñski;Wilhelmina;844;2005
Buszakowska;Apollo;D¹zb³a¿;Ilza;843;2005
Wroszczyk;Bohdan;Zimand;Dobrochna;842;2005
Mortz;Domas³aw;Krzyszcz;Linda;841;2005
Bagmowska;Arnolf;Halporn;Carmen;840;2005
Gradara;Felicysym;Fojkis;Iwetta;839;2005
Fak;Dragomir;Genek;Sawa;838;2005
Bodzia;Agapit;Piskalski;Zelmira;837;2005
Taralas;Wies³aw;Lichtenbaun;Felicyta;836;2005
Franckie;Herakles;Radziwonek;Bo¿ena;835;2005
Fiszerbrandt;Wojbor;Wêgierak;Milena;834;2005
Dolmiak;Erast;Traugutt;Karolina;833;2005
Dubetowski;Dobrociech;Miêkki;Cezara;832;2005
Chyjek;Zbros³aw;Pomrowicz;Beata;831;2005
Curry;Ignacy;Hytryn;Miranda;830;2005
Meysztowicz-Dudziak;Dobrogost;Ro¿enowicz;Kamila;829;2005
Sedelec;Wyszemir;Teperkiewicz;Karena;828;2005
Bargiett;Hugon;Kwada;Asteria;827;2005
Wronczewski;Telesfor;Nimsz;Dalila;826;2005
Gaworzewski;Ziemis³aw;Niestek;Boguta;825;2005
Bachleda Pra¿ec;Abdon;Mêch;Konrada;824;2005
Czeczenikow;Gabin;Majzels;Wiêces³awa;823;2005
Dytko;¯yros³aw;Sobieniak;Wrócis³awa;822;2005
Gosta³;Burchard;£opulski;Wilhelmina;821;2005
Mirela;Krzesimir;Stegenga;Jeros³awa;820;2005
Sygacka;Pakos³aw;Dominiczyk;Amelia;819;2005
Deroñ;Abraham;Kuziem³a;Oda;818;2005
Kwittek;Roch;Kasetka;Iga;817;2005
Bansemejer;Anicet;Wiergan;Kunegunda;816;2005
Westhal;Wawrzyn;Dybisz;Magda;815;2005
Topad³o;Gaudenty;Biaszkowski;Œwiêtos³awa;814;2005
Maci¹¿yk;Stojs³aw;Podfigurny;Erazma;813;2005
Fedorczenko;Dzier¿ykraj;Czaradzki;Halka;812;2005
Barci;Bogusz;Wardrzyk;Irma;811;2005
Bieniakowski;Grzymis³aw;Herdliczko;Oda;810;2005
Krzagolec;Flawian;Tychmonowicz;Adriana;809;2005
Birytko;S³awobor;Lechtoñska;Apolonia;808;2005
Bogut;W³oœcis³aw;Chrypanow;Irmina;807;2005
Kny;Goœcis³aw;Ho¿yñ;Œwiêtomira;806;2005
Wrzasok;Œwiêtobor;Krystyjañczuk;Marianna;805;2005
Eichmann;Jaczewoj;P³omka;Rachela;804;2005
Grzegorzak;Radogost;Joch;Boguchwa³a;803;2005
Wzacna;Bertram;Pakusiñski;Aldona;802;2005
Uliesz;Mamert;Francosz;Strze¿ys³awa;801;2005
Medzkiewicz;Sebastian;Bogus³awski vel Dobros³a;Prakseda;800;2005
Jeroszuk;Sêdziwoj;Fredrikson;Kesja;799;2005
Berstowski;Budzis³aw;£abuzuk;Lucyna;798;2005
Ostrogski;Liwiusz;Zbrojewicz;Asteria;797;2005
Domkowski;Hortensjusz;Gerbig;Ernesta;796;2005
Kweller;Lew;Weikert;Aneta;795;2005
Potrzebisz;Seweryn;Sokulski;Jewdocha;794;2005
Beszta-Borowski;Salwin;Keitel;Laurentyna;793;2005
Szmagur;Przybyrad;Berman vel Borkowski;Gloria;792;2005
Kaszuwara;Œwiêtobor;Kuligowicz;Kolombina;791;2005
Pszciuk;Andron;Asman;Feliksa;790;2005
Kawañka;Gorzys³aw;Artychowicz;Margareta;789;2005
Kowar;Benedykt;Szczeka;Helena;788;2005
Wilecki;Innocenty;Folwarczny;Stanis³awa;787;2005
Kosyba;Bêdzimir;Tajdelska;Amelia;786;2005
Steczak;Samuel;Waluntkowska;Miros³awa;785;2005
Opa³acz;Beatryks;Budnaczyñska;Jarmi³a;784;2005
Nawoik;Niedamir;Drzewuœ;Justyna;783;2005
Bargie³a;Przec³aw;Krzyszek;Perpetua;782;2005
Pierzch³a;Wiêczys³aw;B³ugow;Prakseda;781;2005
Strzêpa;Wies³aw;Trofiuk;Amadea;780;2005
Pierzina;Bazylis;Kornuluk;Pamela;779;2005
Zach³owski;Wielis³aw;Kakuba;Agata;778;2005
Frizel;Oskar;Trymarska;Juda;777;2005
Ameljañczyk;Daros³aw;Doroszycka;Serafina;776;2005
Szu³awski;Metody;Uhrich;Ifigenia;775;2005
Rapczun;Dobros³aw;Machora;Mœcis³awa;774;2005
Pa³cik;S¹domir;Pachole;Kesja;773;2005
Winklewicz;Lubos³aw;Wrotyñski;Brygida;772;2005
W³asowicz;Cieszyrad;Krotkowski;Warwara;771;2005
Ro¿ok;Piotr;Schülke;Emilia;770;2005
¬li¿;Przes³aw;Siarmacka;Emanuela;769;2005
Chanaj;Bogumi³;Rakowicz-Raczyñski;Bo¿eciecha;768;2005
Gamrotek;Konstanty;Homkiewicz;Dziers³awa;767;2005
Szy³obód;Martynian;Bzok;Rozalia;766;2005
Mêdrzycki;Micha³;Merszel;Zdzis³awa;765;2005
Niestorowicz;Lubor;Tofliñski;Celina;764;2005
Brudzi³owska;Julian;Saade;Kunegunda;763;2005
Skobajlo;Kajus;Szelwika;Tadeusza;762;2005
Rokiczan;Irydion;Saterski;Jaœmina;761;2005
