Neuteich;Angela;1000;2001
Gobolewska;Ścibora;999;2001
Jajte;Wiwanna;998;2001
Dedińska;Pęcisława;997;2001
Chikusek;Karina;996;2001
Wożniszczuk;Lucylla;995;2001
Behrensdorf;Hipolita;994;2001
Lettkowski;Adriana;993;2001
Helfrycz;Ligia;992;2001
Nadbrzeżna;Boguwola;991;2001
Barkas;Marcelina;990;2001
Warchow;Sonia;989;2001
Jędrzeszczak;Natasza;988;2001
Kmiń;Miła;987;2001
Drażan;Szczęsna;986;2001
Kuschek;Ilza;985;2001
Szolnoki;Kamila;984;2001
Serowa;Lolita;983;2001
Burnaj;Melania;982;2001
Szmigiero;Eufemia;981;2001
Ripel;Radomiła;980;2001
Tarszakiewicz;Gerarda;979;2001
Dertecka;Dobromiła;978;2001
Marylkiewicz;Gryzelda;977;2001
Pacuszkie;Teofila;976;2001
Sewostjanik;Ksymena;975;2001
Tymuszkin;Wanda;974;2001
Płocidym;Manfreda;973;2001
Gołebski;Mina;972;2001
Curoł;Angelina;971;2001
Kozimor-Ledochowska;Gizela;970;2001
Jaseniak;Alina;969;2001
Sobalski;Klaudia;968;2001
Matauszek;Cyntia;967;2001
Krasielewicz;Trzebisława;966;2001
Gumuła;Cyntia;965;2001
Postuł;Larysa;964;2001
Drzak;Dezyderia;963;2001
Powaserys;Bernardyna;962;2001
Mendelka;Fryderyka;961;2001
Matylianes;Jurata;960;2001
Dołgusz;Bryda;959;2001
Borykała;Bożena;958;2001
Cybułko;Saba;957;2001
Żygewiec;Świętomira;956;2001
Doll;Ernestyna;955;2001
Szuicer;Waleriana;954;2001
Bizin;Budzisława;953;2001
Staigl;Benita;952;2001
Deniczyk;Danuta;951;2001
Habain;Amelia;950;2001
Tasel;Kaliksta;949;2001
Majstrek;Izyda;948;2001
Legiejko;Ita;947;2001
Krokoczyński;Ksawera;946;2001
Magierle;Eryka;945;2001
Kiegel;Daniela;944;2001
Sperro;Marcela;943;2001
Gwózdż;Ingrid;942;2001
Winogradowa;Teofila;941;2001
Hrysztofik;Sybilla;940;2001
Nowakińska;Eudoksja;939;2001
Scisław;Aurela;938;2001
Newogiński;Olimpia;937;2001
Koscik;Toma;936;2001
Wierażka;Jerosława;935;2001
Gawrylczak;Malwina;934;2001
Racznik;Feliksa;933;2001
Miękós;Dobisława;932;2001
Bażak;Konstancja;931;2001
Gieruzel;Zula;930;2001
Żadarko;Wisława;929;2001
Iliczka;Dobroniega;928;2001
Wascher;Dobrosława;927;2001
Proź;Cieszysława;926;2001
Olbrys;Margot;925;2001
Bartasz;Erwina;924;2001
Mirinkiewicz;Mieczysława;923;2001
Chodynke;Warwara;922;2001
Cejfik;Klotylda;921;2001
Wilińczyk;Jakobina;920;2001
Fodeński;Wszemiła;919;2001
Samofał;Klementyna;918;2001
Todos;Ludwina;917;2001
Semiuszko;Benigna;916;2001
Solenic;Galla;915;2001
Piskorż;Józefina;914;2001
Gowalla;Klementyna;913;2001
Magolan;Bożysława;912;2001
Piliwska;Liliana;911;2001
Tymborowski;Grażyna;910;2001
Duszeńko;Krzysztofa;909;2001
Berlak;Ariadna;908;2001
Kosiata;Ariela;907;2001
Strzabała;Klarysa;906;2001
Matarz;Eliza;905;2001
Schobińska;Rozanna;904;2001
Niemcy;Dobiesława;903;2001
Sepeto;Eugenia;902;2001
Śmidrowicz;Cezaryna;901;2001
Josiecki;Laura;900;2001
Gitek;Ilza;899;2001
Gałązko;Kamilla;898;2001
Reszpant;Cezaryna;897;2001
Wirchanowski;Szarlota;896;2001
Szczottok;Ida;895;2001
Szpinger;Nina;894;2001
Ciachowski;Ofelia;893;2001
Hawryłek;Modesta;892;2001
Schuller;Sybilla;891;2001
Bielarczyk;Juda;890;2001
Swirzyński;Adela;889;2001
Grajek;Bronisława;888;2001
Mrozielski;Ariadna;887;2001
Ślendak;Filipina;886;2001
Wyszkon;Dzierżysława;885;2001
Parketna;Berenika;884;2001
Materna;Dezyderia;883;2001
Przondo;Kira;882;2001
Brzoź;Miłosława;881;2001
Heitz;Godzisława;880;2001
Lamkiewicz;Sulimiera;879;2001
Drisen;Izyda;878;2001
Pryluk;Magdalena;877;2001
Beymo;Georgia;876;2001
Bomas;Aida;875;2001
Strzepski;Filomena;874;2001
Potrawek;Aida;873;2001
Niemoj;Kleopatra;872;2001
Wiła;Dobromira;871;2001
Śwat;Jagna;870;2001
Flemming;Bernadetta;869;2001
Szynkiewski;Pola;868;2001
Puderska;Kamelia;867;2001
Stojka;Melania;866;2001
Hamuczuk;Sieciesława;865;2001
Gogoń;Łucja;864;2001
Lebiediew;Domisława;863;2001
Mintek;Wacława;862;2001
Waloszek;Brygida;861;2001
Białocierkiewka;Ilza;860;2001
Roskal;Lubosza;859;2001
Kostow;Paulina;858;2001
Puzyrko;Petronela;857;2001
Berlenska;Wirginia;856;2001
Homeniuk;Wincentyna;855;2001
Talaczek;Żanna;854;2001
Tułodowicz;Aleksandra;853;2001
Kiekiela;Minodora;852;2001
Sałmonowicz;Helena;851;2001
Holicner;Innocenta;850;2001
Czupała;Cezaryna;849;2001
Plachetta;Ariadna;848;2001
Cyc;Oriana;847;2001
Sterla;Edmunda;846;2001
Hanuszkiewicz;Fortunata;845;2001
Humieniuk;Jolanta;844;2001
Bubałło;Liza;843;2001
Hesink;Odilla;842;2001
Promiczak;Joachima;841;2001
Waschelewski;Eleonora;840;2001
Szęszot;Diana;839;2001
Lemesz;Symforiana;838;2001
Kirszen;Olga;837;2001
Śliwosz;Emilia;836;2001
Ziemniarski;Wanda;835;2001
Sniegorska;Przybysława;834;2001
Wiclim;Marlena;833;2001
Hageman;Ulryka;832;2001
Fang;Blandyna;831;2001
Kuentzler;Weronika;830;2001
Kopytczańska;Mariola;829;2001
Buradczuk;Adriana;828;2001
Mosokiewicz;Teodozja;827;2001
Skowierska;Liliana;826;2001
Gnietecki;Tamara;825;2001
Krysztapiuk;Leonarda;824;2001
Kierdielewicz;Rachela;823;2001
Bombosz;Kallina;822;2001
Łapan;Felicjana;821;2001
Bakker;Rudolfina;820;2001
Burker;Saba;819;2001
Erlingowski;Julia;818;2001
Kierejewski;Ismena;817;2001
Giślinda;Ingrid;816;2001
Matwieszyn;Joachima;815;2001
Halesz;Eligia;814;2001
Klubko;Alfonsyna;813;2001
Oważana;Będzisława;812;2001
Baslaga;Tomisława;811;2001
Unuchowski;Kryspina;810;2001
Wawroń;Emiliana;809;2001
Edna;Klara;808;2001
Miękisz;Boguchwała;807;2001
Bołcz;Diana;806;2001
Szibelska;Ksenia;805;2001
Kryknicka;Przybysława;804;2001
Ryt;Nikita;803;2001
Głombiński;Eulalia;802;2001
Gancewski;Dobiesława;801;2001
Bonter;Leonarda;800;2001
Filusch;Henryka;799;2001
Nastainczyk;Zula;798;2001
Naziemkowski;Radomiła;797;2001
Werdenowski;Marina;796;2001
Abelak;Aleksandra;795;2001
Fytter;Wanda;794;2001
Musiej;Geraldyna;793;2001
Daczów;Izabela;792;2001
Toballa;Milenia;791;2001
Ustymczuk;Ingrid;790;2001
Słodwiński;Nadia;789;2001
Budnikiewicz;Sulimiera;788;2001
Petraszkiewicz;Prakseda;787;2001
Szymoniek;Swietłana;786;2001
Nisiobęcki;Miła;785;2001
Kuśmienik;Julianna;784;2001
Jurenberg;Krzysztofa;783;2001
Turemski;Georgina;782;2001
Czyznacka;Kaja;781;2001
Koszarewski;Heloiza;780;2001
Wircz;Hermina;779;2001
Horna;Liwia;778;2001
Ahejczyk;Mirella;777;2001
Ganin;Cezaryna;776;2001
Pietrzaszewski;Wilhelmina;775;2001
Georgiczuk;Lolita;774;2001
Żagulak;Stefania;773;2001
Kosztubajda;Manuela;772;2001
Boreń;Wszemiła;771;2001
Szamrak;Ciechosława;770;2001
Giotka;Narcyza;769;2001
Piołka;Izabella;768;2001
Drożdzioł;Lukrecja;767;2001
Jakubiaczyk;Cyriaka;766;2001
Salaser;Dagna;765;2001
Nachacz;Rachela;764;2001
Diłowska;Lucja;763;2001
Fraatz;Lucylla;762;2001
Szałkoplast;Jakobina;761;2001
Saldzwedl;Adriana;760;2001
Stróziński;Norberta;759;2001
Szczeciniak;Bronisława;758;2001
Masłonik;Gracjana;757;2001
Bernadetta;Isaura;756;2001
Krezymon;Atanazja;755;2001
Stermlewska;Domosława;754;2001
Furmanczak;Milena;753;2001
Nowodworski;Świętochna;752;2001
Gigielis;Emiliana;751;2001
Fibak;Bernadeta;750;2001
Gałużka;Maryla;749;2001
Nincer;Dobromiła;748;2001
Pniewski;Januaria;747;2001
Kallenberger;Dobiesława;746;2001
Grąbowiec;Wiesława;745;2001
Gieżak;Georgina;744;2001
Dawoudi;Beatrice;743;2001
Mirzyński;Feliksa;742;2001
