Indruch;Romualda;1000;1998
A³kowski;Flora;999;1998
Wienzierz;Danuta;998;1998
Czajdo;Magda;997;1998
Kalwarowski;Arletta;996;1998
Kimsztacz;Liberata;995;1998
Herlinger;Gerarda;994;1998
Korzus;Ganda;993;1998
Zborucki;Hortensja;992;1998
Przemakowska;Agrypina;991;1998
Noh;Pia;990;1998
Babirszo;Bratumi³a;989;1998
G¹sczak;Anastazja;988;1998
Jeœniok;Pudecjanna;987;1998
Siatka;Isaura;986;1998
Drabiarz;Kinga;985;1998
Gierter;Renata;984;1998
Kartelik;Luiza;983;1998
Dworec;Ilza;982;1998
Debolski;Fryda;981;1998
Nyko³yszak;Romualda;980;1998
Rokocz;Bryda;979;1998
Cyngott;Nikita;978;1998
Szufa;Berta;977;1998
Malañczyk;Estera;976;1998
Paszkiet;Diana;975;1998
Birszel;Nora;974;1998
Staniosz;Wiwanna;973;1998
Juklewicz;Celina;972;1998
Ochowicz;Maja;971;1998
Mordelak;Œwiêtomira;970;1998
Farmaga;Erazma;969;1998
Stryguñ;Zefiryna;968;1998
Szestopa³ow;Angelina;967;1998
Wremba;Domos³awa;966;1998
Bielakiewicz;Rebeka;965;1998
Kioler;Benedykta;964;1998
Lysik;Albertyna;963;1998
Kopiszke;Milena;962;1998
Ministerska;Elwira;961;1998
£a¿niewski;Ita;960;1998
Cêtka-Sobotkiewicz;Margot;959;1998
Kuszelewicz;Sylwana;958;1998
Druzyc;Ciechos³awa;957;1998
Chochiacz;Jadwiga;956;1998
Hellbranolt;Lora;955;1998
£acenko;Nonna;954;1998
Goraczkowski;Czes³awa;953;1998
Kociañski;Berna;952;1998
Kipowczyk;Martyna;951;1998
Tucza;Tomira;950;1998
Wasanow;Longina;949;1998
Bredon;Alina;948;1998
Jadodziñski;Hildegarda;947;1998
Szako³o;Marzena;946;1998
Ró¿now;Beda;945;1998
Gniewski;Ita;944;1998
Dwojcak;Kira;943;1998
Hunicz;W³adys³awa;942;1998
Brzeg;Materna;941;1998
Macieszowicz;Imis³awa;940;1998
Sowieszczenko;Kinga;939;1998
Rembowiecki;Dianna;938;1998
MiedwiedŸ;Beata;937;1998
Ho³uczka;Budzis³awa;936;1998
D¿wigniewska;Zbigniewa;935;1998
Kruczaj;Karolina;934;1998
Kreft;Martyna;933;1998
Laperska;Nadzieja;932;1998
Poezja;Godzis³awa;931;1998
Gojdek;Sabina;930;1998
Zrêbkowska;Celestyna;929;1998
Glubke;Jeros³awa;928;1998
Liebfeld;Magdalena;927;1998
Stawec;Marcela;926;1998
Bia³aczyk;Ramona;925;1998
£ugosz;Domis³awa;924;1998
Judowski;Borzys³awa;923;1998
P³ugosiñska;Otylia;922;1998
Skomorkiewicz;Loda;921;1998
Regaj³o;Petronia;920;1998
Zomorsztajn;Liberata;919;1998
Nabrzeski;Joachima;918;1998
Solorek;Szeliga;917;1998
Gomon;Strze¿ys³awa;916;1998
Ryczmer;Chwalis³awa;915;1998
Mesek;Klementyna;914;1998
Chowiñski;Eudokia;913;1998
Festerman;Tadeusza;912;1998
Pyzda;Szymoneta;911;1998
Dastich;Mœcis³awa;910;1998
Hombesz;Berenika;909;1998
Ozorczyk;Aisza;908;1998
Ge³a;Danuta;907;1998
Wójek;Przec³awa;906;1998
Warakowski;Lechos³awa;905;1998
Skworszczów;Magda;904;1998
Popilarz;Dajana;903;1998
He³bin;Bryda;902;1998
Za³o¿yc;Wilma;901;1998
Chuziel;Wies³awa;900;1998
Miedzia;Leonia;899;1998
Kasyjaniuk;Józefina;898;1998
